date,close,volume,open,high,low
42374,102.71,55583140,105.75,105.85,102.41
42373,105.35,67569090,102.61,105.368,102
42369,105.26,40885480,107.01,107.03,104.82
42368,107.32,25184090,108.58,108.7,107.18
42367,108.74,30912260,106.96,109.43,106.86
42366,106.82,26639930,107.59,107.69,106.1807
42362,108.03,13596680,109,109,107.95
42361,108.61,32618140,107.27,108.85,107.2
42360,107.23,32728460,107.4,107.72,106.451
42359,107.33,47507230,107.28,107.37,105.57
42356,106.03,96197190,108.91,109.52,105.81
42355,108.98,44654830,112.02,112.25,108.98
42354,111.34,56157370,111.07,111.99,108.8
42353,110.49,53168580,111.94,112.8,110.35
42352,112.48,64678220,112.18,112.68,109.79
42349,113.18,46810020,115.19,115.39,112.851
42348,116.17,29158640,116.04,116.94,115.51
42347,115.62,46301930,117.64,117.69,115.08
42346,118.23,34275420,117.52,118.6,116.86
42345,118.28,32063100,118.98,119.86,117.81
42342,119.03,57717870,115.29,119.25,115.11
42341,115.2,41511380,116.55,116.79,114.22
42340,116.28,33316990,117.05,118.11,116.08
42339,117.34,34806250,118.75,118.81,116.86
42338,118.3,38063130,117.99,119.41,117.75
42335,117.81,13046450,118.29,118.41,117.6
42333,118.03,21341960,119.21,119.23,117.92
42332,118.88,42747950,117.33,119.35,117.12
42331,117.75,32445680,119.27,119.73,117.34
42328,119.3,34135230,119.2,119.92,118.85
42327,118.78,43233950,117.64,119.75,116.76
42326,117.29,46559730,115.76,117.49,115.5
42325,113.69,27584020,114.92,115.05,113.32
42324,114.175,37979570,111.38,114.24,111
42321,112.34,45555300,115.2,115.57,112.27
42320,115.72,32461350,116.26,116.82,115.65
42319,116.11,45179400,116.37,117.42,115.21
42318,116.77,59029400,116.9,118.07,116.061
42317,120.57,33829290,120.96,121.81,120.05
42314,121.06,33009110,121.11,121.81,120.62
42313,120.92,39483400,121.85,122.69,120.18
42312,122,44829060,123.13,123.82,121.62
42311,122.57,45479260,120.79,123.49,120.7
42310,121.18,32152870,119.87,121.36,119.61
42307,119.5,49305220,120.99,121.22,119.45
42306,120.53,51106100,118.7,120.69,118.27
42305,119.27,85436210,116.93,119.3,116.06
42304,114.55,67673450,115.4,116.54,113.99
42303,115.28,66139770,118.08,118.13,114.92
42300,119.08,59251740,116.7,119.228,116.33
42299,115.5,41430660,114.33,115.5,114.1
42298,113.76,42276880,114,115.58,113.7
42297,113.77,48929200,111.34,114.17,110.82
42296,111.73,29723750,110.8,111.75,110.11
42293,111.04,38794930,111.78,112,110.53
42292,111.86,37622200,110.93,112.1,110.49
42291,110.21,44434220,111.29,111.52,109.56
42290,111.79,32970790,110.82,112.45,110.68
42289,111.6,30386830,112.73,112.75,111.44
42286,112.12,52720620,110,112.28,109.49
42285,109.5,61747260,110.19,110.19,108.21
42284,110.78,46717770,111.74,111.77,109.41
42283,111.31,48702200,110.63,111.74,109.765
42282,110.78,52033100,109.88,111.3698,109.07
42279,110.38,57774940,108.01,111.0136,107.55
42278,109.58,63849470,109.07,109.62,107.31
42277,110.3,66300930,110.17,111.54,108.73
42276,109.06,73230280,112.83,113.51,107.86
42275,112.44,51861990,113.85,114.57,112.44
42272,114.71,56005550,116.44,116.69,114.02
42271,115,50061580,113.25,115.5,112.37
42270,114.32,35678360,113.63,114.72,113.3
42269,113.4,50278030,113.38,114.18,112.5201
42268,115.21,46594220,113.67,115.37,113.66
42265,113.45,73991000,112.21,114.3,111.87
42264,113.92,63712340,115.66,116.49,113.715
42263,116.41,37080720,116.25,116.54,115.44
42262,116.28,43218350,115.93,116.53,114.42
42261,115.31,58279570,116.58,116.89,114.86
42258,114.21,49793750,111.79,114.21,111.76
42257,112.57,62800770,110.27,113.2825,109.9
42256,110.15,84757780,113.76,114.02,109.77
42255,112.31,54507300,111.65,112.56,110.32
42251,109.27,49904460,108.97,110.45,108.51
42250,110.37,53142590,112.49,112.78,110.04
42249,112.34,61681250,110.23,112.34,109.131
42248,107.72,76562170,110.15,111.88,107.36
42247,112.76,56111590,112.03,114.53,112
42244,113.29,53075960,112.17,113.31,111.54
42243,112.92,83825220,112.23,113.24,110.02
42242,109.69,96531890,107.085,109.89,105.05
42241,103.74,102731700,111.11,111.11,103.5
42240,103.12,161882500,94.87,108.8,92
42237,105.76,127246600,110.43,111.9,105.645
42236,112.65,68176940,114.08,114.35,111.63
42235,115.01,48079330,116.1,116.52,114.68
42234,116.5,34525630,116.43,117.44,116.01
42233,117.16,40827260,116.04,117.65,115.5
42230,115.96,42876370,114.32,116.31,114.01
42229,115.15,48407640,116.04,116.4,114.54
42228,115.24,101593400,112.53,115.42,109.63
42227,113.49,96820670,117.81,118.18,113.33
42226,119.72,54851010,116.53,119.99,116.53
42223,115.52,38610120,114.58,116.25,114.5
42222,115.13,52828890,115.97,116.5,114.115
42221,115.4,99202400,112.95,117.44,112.1
42220,114.64,123601900,117.42,117.7,113.25
42219,118.44,69639900,121.5,122.57,117.52
42216,121.3,42832890,122.6,122.6425,120.91
42215,122.37,33400950,122.32,122.5699,121.71
42214,122.99,36912040,123.15,123.5,122.27
42213,123.38,33570380,123.38,123.91,122.55
42212,122.77,44371580,123.09,123.61,122.12
42209,124.5,42090320,125.32,125.74,123.9
42208,125.16,50832950,126.2,127.09,125.06
42207,125.22,115288400,121.99,125.5,121.99
42206,130.75,73006780,132.85,132.92,130.32
42205,132.07,55204920,130.97,132.97,130.7
42202,129.62,45970470,129.08,129.62,128.31
42201,128.51,35987630,127.74,128.57,127.35
42200,126.82,33559770,125.72,127.15,125.58
42199,125.61,31695870,126.04,126.37,125.04
42198,125.66,41365600,125.03,125.755,124.32
42195,123.28,61292800,121.94,123.85,121.21
42194,120.07,78291510,123.85,124.06,119.22
42193,122.57,60609830,124.48,124.64,122.54
42192,125.69,46737090,125.89,126.15,123.77
42191,126,27972950,124.94,126.23,124.85
42187,126.44,27171180,126.43,126.69,125.77
42186,126.6,30206890,126.9,126.94,125.99
42185,125.425,44326050,125.57,126.12,124.86
42184,124.53,49043410,125.46,126.47,124.48
42181,126.75,43986290,127.67,127.99,126.51
42180,127.5,31872390,128.86,129.2,127.5
42179,128.11,55077520,127.21,129.8,127.12
42178,127.03,30192140,127.48,127.61,126.8792
42177,127.61,33976180,127.49,128.06,127.08
42174,126.6,54361530,127.71,127.82,126.4
42173,127.88,35363990,127.23,128.31,127.22
42172,127.3,32858900,127.72,127.88,126.74
42171,127.6,31443650,127.03,127.85,126.37
42170,126.92,43896960,126.1,127.24,125.71
42167,127.17,36826260,128.185,128.33,127.11
42166,128.59,35344520,129.18,130.18,128.475
42165,128.88,39029190,127.92,129.34,127.85
42164,127.42,56002840,126.7,128.08,125.62
42163,127.8,52609900,128.9,129.21,126.83
42160,128.65,35577760,129.5,129.69,128.36
42159,129.36,38335980,129.58,130.58,128.91
42158,130.12,30939810,130.66,130.94,129.9
42157,129.96,33595980,129.86,130.655,129.32
42156,130.535,32016020,131.2,131.39,130.05
42153,130.28,50474170,131.23,131.45,129.9
42152,131.78,30678840,131.86,131.95,131.1
42151,132.045,45771120,130.34,132.26,130.05
42150,129.62,70544670,132.6,132.91,129.12
42146,132.54,45469340,131.6,132.97,131.4
42145,131.39,39589780,130.07,131.63,129.83
42144,130.06,36261170,130,130.98,129.34
42143,130.07,44395440,130.69,130.88,129.64
42142,130.19,50723240,128.38,130.72,128.36
42139,128.77,38128470,129.07,129.49,128.21
42138,128.95,45123920,127.41,128.95,127.16
42137,126.01,34611600,126.15,127.19,125.87
42136,125.865,48073450,125.6,126.88,124.82
42135,126.32,41920740,127.39,127.56,125.625
42132,127.62,55473820,126.68,127.62,126.11
42131,125.26,42653920,124.77,126.08,124.02
42130,125.01,72037370,126.56,126.75,123.36
42129,125.8,49127770,128.15,128.4498,125.78
42128,128.7,50905020,129.5,130.57,128.26
42125,128.95,57349000,126.1,130.13,125.3
42124,125.15,82924980,127.5,127.88,124.58
42123,128.64,63063240,130.16,131.59,128.3
42122,130.56,118693700,134.455,134.54,129.57
42121,132.65,95084260,132.31,133.13,131.15
42118,130.28,44209710,130.49,130.63,129.23
42117,129.67,45596690,128.3,130.42,128.14
42116,128.62,37575420,126.99,128.87,126.32
42115,126.91,32341380,128.1,128.2,126.67
42114,127.6,46975110,125.57,128.12,125.17
42111,124.75,51481310,125.55,126.14,124.46
42110,126.17,28020240,126.28,127.1,126.11
42109,126.78,28922420,126.41,127.13,126.01
42108,126.3,25418280,127,127.29,125.91
42107,126.85,36248620,128.37,128.57,126.61
42104,127.1,40125760,125.95,127.21,125.26
42103,126.56,32244360,125.85,126.58,124.66
42102,125.6,37272090,125.85,126.4,124.97
42101,126.01,34894810,127.64,128.1218,125.98
42100,127.35,36917490,124.47,127.51,124.33
42096,125.32,32171410,125.03,125.56,124.19
42095,124.25,40463140,124.82,125.12,123.1
42094,124.43,42019420,126.09,126.49,124.355
42093,126.37,46974980,124.05,126.4,124
42090,123.25,39471720,124.57,124.7,122.91
42089,124.24,47409610,122.76,124.88,122.6
42088,123.38,51505600,126.54,126.82,123.38
42087,126.69,32747200,127.23,128.04,126.56
42086,127.21,37597600,127.12,127.85,126.52
42083,125.9,68516180,128.25,128.4,125.16
42082,127.495,45674520,128.75,129.2451,127.4
42081,128.47,65118170,127,129.16,126.37
42080,127.04,50891230,125.9,127.32,125.65
42079,124.95,35816300,123.88,124.95,122.87
42076,123.59,51744670,124.4,125.3951,122.58
42075,124.45,48233270,122.31,124.9,121.63
42074,122.24,68812690,124.75,124.77,122.11
42073,124.51,68720360,126.41,127.22,123.8
42072,127.14,88410240,127.96,129.57,125.06
42069,126.6,72699680,128.4,129.37,126.26
42068,126.41,56391280,128.58,128.75,125.76
42067,128.54,31588480,129.1,129.56,128.32
42066,129.36,37749900,128.96,129.52,128.09
42065,129.09,48042680,129.25,130.28,128.3
42062,128.46,61931350,130,130.57,128.24
42061,130.415,91171830,128.785,130.87,126.61
42060,128.79,74555120,131.56,131.6,128.15
42059,132.17,69109410,132.94,133.6,131.17
42058,133,73089250,130.02,133,129.66
42055,129.495,48878410,128.62,129.5,128.05
42054,128.45,37295460,128.48,129.03,128.33
42053,128.715,44695980,127.625,128.78,127.45
42052,127.83,63014110,127.49,128.88,126.92
42048,127.08,53955650,127.28,127.28,125.65
42047,126.46,74374630,126.06,127.48,125.57
42046,124.88,73278020,122.77,124.92,122.5
42045,122.02,61845390,120.17,122.15,120.16
42044,119.72,37900780,118.55,119.84,118.43
42041,118.93,43633660,120.02,120.25,118.45
42040,119.94,42197110,120.02,120.23,119.25
42039,119.56,69975180,118.5,120.51,118.309
42038,118.65,51842080,118.5,119.09,117.61
42037,118.63,62542440,118.05,119.17,116.08
42034,117.16,83646800,118.4,120,116.85
42033,118.9,84132130,116.32,119.19,115.56
42032,115.31,146184300,117.625,118.12,115.31
42031,109.14,92326640,112.42,112.48,109.03
42030,113.1,55457420,113.74,114.3626,112.8
42027,112.98,46420020,112.3,113.75,111.53
42026,112.4,53717440,110.26,112.47,109.72
42025,109.55,48482860,108.95,111.06,108.27
42024,108.72,49742320,107.84,108.9667,106.5
42020,105.99,78453330,107.03,107.58,105.2
42019,106.82,59808470,110,110.06,106.66
42018,109.8,48728190,109.04,110.49,108.5
42017,110.22,66969980,111.43,112.8,108.91
42016,109.25,49571170,112.6,112.63,108.8
42013,112.01,53645730,112.67,113.25,110.21
42012,111.89,59168760,109.23,112.15,108.7
42011,107.75,39983350,107.2,108.2,106.695
42010,106.26,65682250,106.54,107.43,104.63
42009,106.25,64210880,108.29,108.65,105.41
42006,109.33,53143770,111.39,111.44,107.35
42004,110.38,41304780,112.82,113.13,110.21
42003,112.52,29798660,113.64,113.92,112.11
42002,113.91,27533430,113.79,114.77,113.7
41999,113.99,33681200,112.1,114.52,112.01
41997,112.01,14479610,112.58,112.71,112.01
41996,112.54,25991030,113.23,113.33,112.46
41995,112.94,45097060,112.16,113.49,111.97
41992,111.78,86595830,112.26,113.24,111.66
41991,112.65,58785590,111.87,112.65,110.66
41990,109.41,53265930,107.12,109.84,106.82
41989,106.745,60651790,106.37,110.16,106.26
41988,108.225,67083260,110.7,111.6,106.35
41985,109.73,55873820,110.46,111.87,109.58
41984,111.62,41404690,112.26,113.8,111.34
41983,111.95,44475360,114.41,114.85,111.54
41982,114.12,60112240,110.19,114.3,109.35
41981,112.4,57445030,114.1,114.648,111.62
41978,115,38230970,115.99,116.08,114.64
41977,115.49,42068020,115.77,117.2,115.29
41976,115.93,42956200,115.75,116.35,115.11
41975,114.63,59205320,113.5,115.75,112.75
41974,115.07,83657780,118.81,119.25,111.27
41971,118.93,24814400,119.27,119.4,118.05
41969,119,40756950,117.94,119.1,117.83
41968,117.6,68719930,119.07,119.75,117.45
41967,118.625,46867340,116.85,118.77,116.62
41964,116.47,56759320,117.51,117.57,116.03
41963,116.31,43148650,114.91,116.86,114.85
41962,114.67,41815550,115.44,115.74,113.8
41961,115.47,44163250,113.94,115.69,113.89
41960,113.99,46687710,114.27,117.28,113.3
41957,114.18,43789060,113.15,114.19,113.05
41956,112.82,59418180,111.8,113.45,111.6
41955,111.25,46372630,109.38,111.43,109.37
41954,109.7,27330410,108.7,109.75,108.4
41953,108.83,27066060,109.02,109.33,108.67
41950,109.01,33655280,108.75,109.32,108.55
41949,108.7,34733740,108.6,108.79,107.8
41948,108.86,37365530,109.1,109.3,108.125
41947,108.6,41423660,109.36,109.49,107.72
41946,109.4,52154490,108.22,110.3,108.01
41943,108,44550790,108.01,108.04,107.21
41942,106.98,40572000,106.959,107.35,105.9
41941,107.34,52545580,106.65,107.37,106.36
41940,106.74,47689070,105.4,106.74,105.35
41939,105.11,34086120,104.85,105.48,104.7
41936,105.22,46937880,105.18,105.49,104.53
41935,104.83,70760150,104.08,105.051,103.63
41934,102.99,68140010,102.84,104.11,102.6
41933,102.47,93786680,103.02,103.02,101.27
41932,99.76,75705040,98.315,99.96,98.22
41929,97.67,67723910,97.5,99,96.81
41928,96.26,72017830,95.55,97.72,95.41
41927,97.54,99942790,97.97,99.15,95.18
41926,98.75,63287170,100.39,100.52,98.57
41925,99.81,53437060,101.33,101.78,99.81
41922,100.73,66249770,100.69,102.03,100.3
41921,101.02,77283330,101.54,102.38,100.61
41920,100.8,57329820,98.76,101.11,98.31
41919,98.75,42003200,99.43,100.12,98.73
41918,99.62,36780620,99.95,100.65,99.42
41915,99.62,43419580,99.44,100.21,99.04
41914,99.9,47697150,99.27,100.22,98.04
41913,99.18,51400260,100.59,100.69,98.7
41912,100.75,55119980,100.81,101.54,100.53
41911,100.11,49263260,98.65,100.435,98.63
41908,100.75,62276770,98.53,100.75,98.4
41907,97.87,99689300,100.51,100.71,97.72
41906,101.75,59974260,102.16,102.85,101.2
41905,102.64,63255860,100.6,102.94,100.54
41904,101.06,52421660,101.8,102.14,100.58
41901,100.96,70747430,102.29,102.35,100.88
41900,101.79,36971170,101.93,102.35,101.56
41899,101.58,60783090,101.27,101.8,100.5922
41898,100.86,66754370,99.8,101.26,98.89
41897,101.63,61169670,102.81,103.05,101.44
41894,101.66,62826040,101.21,102.19,101.08
41893,101.43,62077230,100.41,101.44,99.62
41892,101,100352500,98.01,101.11,97.76
41891,97.99,189419500,99.08,103.08,96.14
41890,98.36,46176570,99.3,99.31,98.05
41887,98.97,58280030,98.8,99.39,98.31
41886,98.12,85537710,98.85,100.09,97.79
41885,98.94,125000400,103.1,103.2,98.58
41884,103.3,53227770,103.06,103.74,102.72
41880,102.5,44516120,102.86,102.9,102.2
41879,102.25,68368740,101.59,102.78,101.56
41878,102.13,46807000,101.02,102.57,100.7
41877,100.889,33079170,101.42,101.5,100.86
41876,101.54,40087220,101.79,102.17,101.28
41873,101.32,44028280,100.29,101.47,100.19
41872,100.58,33377530,100.57,100.94,100.11
41871,100.57,52565000,100.44,101.09,99.95
41870,100.53,69189840,99.41,100.68,99.32
41869,99.16,47285630,98.49,99.37,97.98
41866,97.98,48938120,97.9,98.19,96.86
41865,97.5,28056530,97.33,97.57,96.8
41864,97.24,31866630,96.15,97.24,96.04
41863,95.97,33485870,96.04,96.88,95.61
41862,95.99,36459430,95.27,96.08,94.8355
41859,94.74,41783300,94.26,94.82,93.28
41858,94.48,46553350,94.93,95.95,94.1
41857,94.96,38463700,94.75,95.48,94.71
41856,95.12,55861030,95.36,95.68,94.36
41855,95.59,39860740,96.37,96.58,95.17
41852,96.13,48379730,94.9,96.62,94.81
41851,95.6,56625420,97.16,97.45,95.33
41850,98.15,32978480,98.44,98.7,97.67
41849,98.38,42957960,99.33,99.44,98.25
41848,99.02,54926940,97.82,99.24,97.55
41845,97.671,43384590,96.85,97.84,96.64
41844,97.03,45609040,97.035,97.32,96.42
41843,97.19,90937230,95.42,97.88,95.17
41842,94.72,54297530,94.68,94.89,94.12
41841,93.939,38792960,94.99,95,93.72
41838,94.43,49838110,93.62,94.74,93.02
41837,93.0899,57111160,95.03,95.279,92.57
41836,94.78,53323940,96.97,97.1,94.74
41835,95.32,45187420,96.8,96.85,95.03
41834,96.45,42643760,95.86,96.89,95.65
41831,95.22,33960300,95.36,95.89,94.8625
41830,95.035,39633800,93.76,95.55,93.52
41829,95.39,36267350,95.44,95.95,94.76
41828,95.35,65111960,96.27,96.8,93.92
41827,95.968,54809030,94.14,95.99,94.1
41823,94.03,22891750,93.67,94.1,93.2
41822,93.48,28414310,93.865,94.06,93.09
41821,93.52,38156280,93.52,94.07,93.13
41820,92.93,49474230,92.1,93.725,92.09
41817,91.98,61758200,90.82,92,90.77
41816,90.9,32528680,90.37,91.05,89.8
41815,90.36,36835900,90.21,90.7,89.65
41814,90.28,38977670,90.75,91.74,90.19
41813,90.83,43611710,91.32,91.62,90.6
41810,90.91,100478600,91.85,92.55,90.9
41809,91.86,35476080,92.29,92.3,91.3389
41808,92.18,33314720,92.27,92.29,91.35
41807,92.08,29684620,92.31,92.7,91.8
41806,92.2,35371460,91.51,92.75,91.45
41803,91.28,54406640,92.2,92.44,90.88
41802,92.29,54628650,94.04,94.12,91.9
41801,93.86,45528740,94.13,94.76,93.47
41800,94.25,62563070,94.73,95.05,93.57
41799,93.7,75295450,92.7,93.88,91.75
41796,92.2243,87403076,92.8428,93.0371,92.0671
41795,92.4785,75796583,92.3143,92.7671,91.8014
41794,92.1171,83735285,91.0628,92.5557,90.8728
41793,91.0771,73043412,89.78,91.2485,89.75
41792,89.8071,92179668,90.5657,90.69,88.9285
41789,90.4285,140860202,91.14,92.0243,89.8428
41788,90.7685,93737728,89.6928,90.9814,89.6814
41787,89.1443,78793704,89.4314,89.9757,89.1114
41786,89.3757,86840486,87.9828,89.4085,87.9471
41782,87.7328,57918367,86.75,87.8184,86.6385
41781,86.7528,50142667,86.6571,87.1214,86.3
41780,86.6157,49184983,86.2614,86.6714,86.0085
41779,86.3871,58232373,86.3585,86.6285,85.8185
41778,86.37,78819884,85.4071,86.7614,85.3328
41775,85.3585,68960136,84.09,85.3614,83.6285
41774,84.1171,57427744,84.9571,85.2285,84.0057
41773,84.8385,41505203,84.6328,85.3428,84.5343
41772,84.8228,39854512,84.5714,84.9343,84.3857
41771,84.69,53184042,83.9271,84.8085,83.9143
41768,83.6489,72767192,83.5057,83.75,82.9043
41767,83.9985,57243511,84.0357,84.9157,83.7714
41766,84.6185,70532231,85.0357,85.3271,83.9614
41765,84.9157,93468228,85.9714,86.3442,84.9157
41764,85.8514,71523851,84.3057,85.8571,84.2857
41761,84.6543,47673150,84.62,84.8857,84.2443
41760,84.4971,60958860,84.5714,84.9714,83.7657
41759,84.2985,114029614,84.6628,85.6328,84.2571
41758,84.6185,84049445,84.82,85.14,84.2157
41757,84.87,167001640,81.8285,85.1071,81.7928
41754,81.7057,97435199,80.6471,81.7128,80.5657
41753,81.11,189588407,81.1728,81.4285,80.1043
41752,74.9643,93473618,75.58,75.8757,74.9214
41751,75.957,50607747,75.4728,75.9751,75.2144
41750,75.8814,45546494,75.0485,76.02,74.8514
41746,74.9914,70978621,74.2857,75.3943,74.1714
41745,74.1443,52515794,74.0071,74.4414,73.4479
41744,73.9942,66461884,74.3243,74.52,73.0471
41743,74.5257,51252748,74.5571,74.5943,73.8871
41740,74.23,67920698,74.1428,74.69,73.8771
41739,74.7828,59701814,75.8114,76.0343,74.7385
41738,75.76,51357706,74.6628,75.7843,74.5743
41737,74.7771,60880929,75.0271,75.16,74.1
41736,74.7814,72146992,75.4314,75.8428,74.5557
41733,75.9743,68615246,77.1157,77.1428,75.7971
41732,76.97,40472773,77.3414,77.5,76.8057
41731,77.5071,44803807,77.4828,77.64,77.18
41730,77.3785,50069657,76.8228,77.41,76.6814
41729,76.6771,41787976,77.0328,77.2585,76.5614
41726,76.6943,49703046,76.9028,76.9914,76.3214
41725,76.78,55330425,77.145,77.3571,76.4457
41724,77.1114,74394902,78.0743,78.4285,76.98
41723,77.8557,70284361,77.3571,77.9643,77.0843
41722,77.0271,88674487,76.9171,77.2143,76.4371
41719,76.1243,93431688,75.99,76.25,75.19
41718,75.5285,52017415,75.6985,76.0957,75.3357
41717,75.8943,56077605,76.0371,76.6057,75.5714
41716,75.9143,52279152,75.1285,75.9957,75.0286
41715,75.2485,49725201,75.3857,75.71,75.1214
41712,74.9557,59166181,75.5414,75.8414,74.7143
41711,75.8071,64314038,76.7771,77.0943,75.5943
41710,76.6585,49819071,76.3585,76.7643,76
41709,76.5843,69791288,76.4928,76.9628,76.0843
41708,75.8457,44638950,75.48,76.19,75.477
41705,75.7771,55164427,75.87,75.9971,75.15
41704,75.8214,46363282,76.1128,76.3485,75.4428
41703,76.0514,50000910,75.8457,76.3928,75.59
41702,75.8914,64772440,75.8571,76.0914,75.3957
41701,75.3943,59671581,74.7743,75.8071,74.6871
41698,75.1771,92930208,75.5828,76.1071,74.5885
41697,75.3814,75444623,73.8771,75.54,73.7214
41696,73.9071,69024270,74.8014,75,73.6571
41695,74.58,57961606,75.6257,75.6521,74.4285
41694,75.3643,72208942,74.7357,75.7028,74.6314
41691,75.0357,69688045,76.1133,76.3671,74.9428
41690,75.8785,76457383,76.1414,76.7143,75.5714
41689,76.7671,78415914,77.8214,78.1271,76.3357
41688,77.9985,65048101,78,78.7414,77.9443
41684,77.7128,68395257,77.4957,77.9971,77.3157
41683,77.7757,76790093,76.38,77.8357,76.3143
41682,76.56,76994423,76.7071,77.08,76.1771
41681,76.5657,70489461,75.8014,76.8214,75.6428
41680,75.57,86342646,74.0943,75.9985,74
41677,74.24,93444918,74.4828,74.7042,73.9114
41676,73.2157,64415139,72.8657,73.3571,72.5443
41675,73.2271,82072855,72.3657,73.6114,72.3217
41674,72.6843,94166758,72.2643,72.78,71.8228
41673,71.6471,100347900,71.8014,72.5328,71.3286
41670,71.5143,116191705,70.74,71.6471,70.5071
41669,71.3974,169602001,71.7914,72.3571,70.9571
41668,71.5357,125679438,71.9928,72.4814,71.2314
41667,72.3571,266302550,72.68,73.5714,71.7243
41666,78.6428,135926881,78.5814,79.2571,77.9643
41663,78.01,107943182,79.1428,79.3743,77.8214
41662,79.4543,100803600,78.5628,79.5,77.8295
41661,78.7871,94941728,78.7021,79.6128,78.2585
41660,78.4385,81897015,77.2843,78.5814,77.2028
41656,77.2385,106660852,78.7828,78.8671,77.1285
41655,79.1785,57313035,79.2714,79.55,78.8114
41654,79.6228,97888589,79.0743,80.0285,78.8085
41653,78.0557,83082535,76.8885,78.1043,76.8085
41652,76.5328,94612448,75.7014,77.5,75.6971
41649,76.1343,76235553,77.1185,77.2571,75.8728
41648,76.6455,69762819,78.1143,78.1228,76.4786
41647,77.6371,64158428,76.9728,77.9371,76.9557
41646,77.1482,80172914,77.76,77.9943,76.8464
41645,77.7043,103132361,76.7785,78.1143,76.2285
41642,77.2828,98046999,78.98,79.1,77.2043
41641,79.0185,58661530,79.3828,79.5757,78.8601
41639,80.1457,55761100,79.1671,80.1828,79.1428
41638,79.2171,63265305,79.6371,80.0128,78.903
41635,80.0128,56385717,80.5457,80.63,79.9285
41634,80.5571,50906710,81.1571,81.3571,80.4823
41632,81.0957,41888748,81.4128,81.6971,80.8614
41631,81.4414,125072328,81.1428,81.5314,80.3943
41628,78.4314,108738663,77.9185,78.8014,77.831
41627,77.78,79939814,78.5,78.5714,77.6757
41626,78.6814,141217062,78.5285,78.7785,76.9714
41625,79.2843,57137328,79.4014,79.92,79.0535
41624,79.6428,70547981,79.2885,80.377,79.2871
41621,79.2043,82974455,80.4071,80.4114,79.0957
41620,80.0771,65465763,80.306,80.7628,80.0043
41619,80.1943,89783987,81,81.5671,79.9557
41618,80.7928,69101620,80.5114,81.1257,80.1714
41617,80.9185,79945274,80.1286,81.3685,80.1286
41614,80.0028,85919076,80.8271,80.9643,79.9385
41613,81.1287,111600823,81.8071,82.1622,80.9157
41612,80.7143,94279248,80.7857,81.3128,80.1171
41611,80.9031,112338274,79.7571,80.9114,79.6685
41610,78.7471,117918255,79.7143,80.6185,78.6885
41607,79.4385,79532274,78.4971,79.7614,78.2585
41605,77.9943,90644497,76.6157,78,76.2
41604,76.2,99957720,74.8743,76.5914,74.8571
41603,74.82,57270811,74.4314,75.1243,74.4285
41600,74.2571,55833466,74.2171,74.5943,74.0757
41599,74.448,65382638,73.9428,74.4585,73.3814
41598,73.5714,48459468,74.1757,74.3457,73.4757
41597,74.2214,52105335,74.1471,74.7685,73.9957
41596,74.0898,60997871,74.9985,75.3128,74.0285
41593,74.9987,79339984,75.2257,75.5843,74.9271
41592,75.4514,70401611,74.6871,75.6114,74.5528
41591,74.3763,49154022,74,74.6071,73.8514
41590,74.2871,51067815,73.9528,74.8457,73.8571
41589,74.1497,56747589,74.2843,74.5243,73.4871
41586,74.3657,69617240,73.5114,74.4471,73.2271
41585,73.2131,65542966,74.2257,74.7414,73.1971
41584,74.4171,55716622,74.8785,74.98,74.0285
41583,75.0641,66243519,74.94,75.555,74.7143
41582,75.25,61011871,74.4428,75.26,74.1157
41579,74.29,68524519,74.86,74.9714,73.6914
41578,74.6717,68774804,75,75.3557,74.4671
41577,74.9851,88125406,74.23,75.36,73.86
41576,73.8111,158499648,76.61,77.0357,73.5057
41575,75.6965,124205797,75.5771,75.8571,74.7443
41572,75.1368,84316215,75.9021,76.1757,75.0157
41571,75.9871,96004539,75,76.0671,74.6357
41570,74.9943,78237833,74.1428,75.0957,74.1428
41569,74.2668,133200030,75.2007,75.4928,72.5757
41568,74.4803,98700380,73.11,74.9,73.0743
41565,72.6985,72195292,72.2843,72.7514,72.2443
41564,72.0714,63116954,71.4257,72.1114,71.3828
41563,71.5877,62449609,71.5414,71.79,71.3186
41562,71.24,79715744,71.0721,71.7143,70.7886
41561,70.8628,65216780,69.9757,71.0828,69.9071
41558,70.4017,66797100,69.57,70.5486,69.3086
41557,69.9483,69186523,70.1886,70.34,69.5771
41556,69.5126,75304273,69.2343,69.6843,68.3257
41555,68.7057,72260532,69.9914,70.0914,68.6486
41554,69.6786,77889233,69.5086,70.3786,69.3357
41551,69.0043,64638089,69.1228,69.2286,68.3714
41550,69.0586,78802384,70.0728,70.3357,68.6769
41549,69.9371,71799162,69.3757,70.2571,69.1071
41548,69.7086,88194286,68.35,69.8771,68.3401
41547,68.1071,64764985,68.1786,68.8086,67.773
41544,68.9643,56787853,69.1114,69.2386,68.6743
41543,69.46,59050786,69.4286,69.7943,69.1286
41542,68.79,79011544,69.8857,69.9486,68.7757
41541,69.8714,90481397,70.6971,70.7814,69.6886
41540,70.0914,189942957,70.8714,70.9871,68.9428
41537,66.7728,174425492,68.2857,68.3643,66.5714
41536,67.4714,100811930,67.2428,67.9757,67.0357
41535,66.3828,113636704,66.1686,66.6214,65.8086
41534,65.0457,99704600,63.9943,65.6728,63.9286
41533,64.3028,136563951,65.8571,65.9443,63.8886
41530,66.4143,74495492,67.0486,67.4042,66.3857
